Phylum;Class;Order;Family;Species;Known;Abbreviation;Total number of reads;# Spiders before cutoff;# Spiders after cutoff;Size from literature;TaxoSize;Type;Min;Max;Size reference
Animals;Insecta;Diptera;Lonchopteridae;Lonchoptera tristis;yes;lon.tri;20;3;1;Fam length: 2-5mm;family;body;2;5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Muscidae;Coenosia albicornis;yes;coe.alb;20;2;1;Genus length: 2-6,5mm;genus;body;2;6,5;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Muscidae;Phaonia subventa;yes;pha.sub;20;13;0;Genus length: 4,75-12mm;genus;body;4,75;12;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Phoridae;Phoridae sp. BOLD:ACR3543;no;pho.ACR3543;20;3;1;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Sphaeroceridae;Minilimosina fungicola;yes;min.fun;20;5;1;Fam length: 0,7-5,5mm;family;body;0,7;5,5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Syrphidae;Dasysyrphus albostriatus;yes;das.alb;20;1;1;Spec length: 8-10,5mm;species;body;8;10,5;van Veen, M. P. (2004) Hoverflies of Northwest Europe: Identification keys to the Syrphidae. KNNV Publishing, Zeist.
Animals;Insecta;Diptera;Tachinidae;Hemyda vittata ;yes;hem.vit;20;2;1;Spec length: 8-10mm;species;body;8;10;Zeegers, T. (1992) Tabel voor de grotere sluipvliegen en horzels van Nederland. Jeugdbondsuitgeverij, Utrecht.
Animals;Insecta;Lepidoptera;Schreckensteiniidae;Schreckensteinia festaliella;yes;sch.fes;20;3;0;Spec vvl 4,5-5,5mm;species;forewing;4,5;5,5;Stirling, P., Parsons, M. & Lewington, R. ( 2012) Field guide to the Micro-Moths of Great Britain and Ireland. Britsh Wildlife Publishing, Gillingham.
Animals;Insecta;Psocodea;Ectopsocidae;Ectopsocus briggsi;yes;ect.bri;20;6;1;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Diptera;Cecidomyiidae;CecidInt16 sp. BOLD:ACR4496;no;cec.ACR4496;19;1;1;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Cecidomyiidae;CecidInt5 sp. BOLD:ACK5835;no;cec.ACK5835;19;3;0;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Dolichopodidae;Rhaphium caliginosum;yes;rha.cal;19;1;1;Fam length: 1-9mm;family;body;1;9;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Phoridae sp. BOLD:ACY8312;no;pho.ACY8312;19;1;1;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Sciaridae;Sciaridae sp. BOLD:ACP6710;no;sci.ACP6710;19;3;1;Fam length: 1-6mm;family;body;1;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Anthomyiidae;Heterostylodes obscurus;yes;het.obs;18;7;0;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Cecidomyiidae;CecidInt24 sp. BOLD:ACC1469;no;cec.ACC1469;18;1;1;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Chloropidae;Elachiptera tuberculifera;yes;ela.tub;18;1;1;Fam lenght: 1-4mm;family;body;1;4;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Megaselia rufa;yes;meg.ruf;18;3;0;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Hymenoptera;Ichneumonidae;Ichneumonidae sp. BOLD:ABV3623;no;ich.ABV3623;18;1;1;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Hymenoptera;Ichneumonidae;Syrphophilus tricinctorius;yes;syr.tri;18;2;1;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Psocodea;Psocidae;Loensia variegata;yes;loe.var;18;8;0;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Coleoptera;Carabidae;Amara familiaris;yes;ama.fam;17;1;1;Spec length: 5,5-7,5mm;species;body;5,5;7,5;Boeken, M., Desender, K., Drost, B., van Gijzen, T., Koese, B., Muilwijk, J., Turin, H. & Vermeulen, R. J. (2002) De loopkevers van Nederland & Vlaanderen (Coleoptera: Carabidae). Stichting Jeugdbondsuitgeverij, Utrecht.
Animals;Insecta;Coleoptera;Curculionidae;Polydrusus formosus;yes;pol.for;17;2;1;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Coleoptera;Staphylinidae;Tachinus laticollis;yes;tac.lat;17;9;0;Spec length: <5mm;species;body;NA;5;Freude, H., Harde, K. W. & Lohse, G. A. (1964) Die Käfer Mitteleuropas, Bd. 4: Staphylinidae I (Micropeplinae bis Tachyporinae). Goecke & Evers Verlag, Krefeld.
Animals;Insecta;Diptera;Mycetophilidae;Mycomya winnertzi;yes;myc.win;17;3;1;Fam length: 4-8mm;family;body;4;8;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Megaselia sp. BOLD:ABA6998;no;meg.ABA6998;17;2;1;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Hymenoptera;Ichneumonidae;Campoplex tibialis;yes;cam.tib;17;3;1;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Hymenoptera;Ichneumonidae;Ichneumonidae sp. BOLD:AAG0380;no;ich.AAG0380;17;3;1;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Lepidoptera;Geometridae;Campaea margaritaria;yes;cam.mar;17;6;0;Spec vvl 18-26mm;species;forewing;18;26;Waring, P. & Townsend, M. (2015) Nachtvlinders: de nieuwe veldgids voor Nederland en België. Kosmos Uitgevers, Utrecht/Antwerpen.
Animals;Insecta;Coleoptera;Curculionidae;Dryocoetes villosus;yes;dry.vil;16;2;1;Spec length: 2,5-3,5mm;species;body;2,5;3,5;Duffy, E. A. J. (1953) Coleoptera Scolytidae and Platypodidae, Handbooks for the Identification of British Insects Vol. 5 Part XV. Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Anthomyiidae;Heterostylodes nominabilis;yes;het.nom;16;3;1;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Ceratopogonidae;Forcipomyia sp. BOLD:ACG5310;no;for.ACG5310;16;2;1;Fam length: 1-5mm;family;body;1;5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Hybotidae;Hybos femoratus;yes;hyb.fem;16;2;1;Spec length: 3,5-4,5mm;species;body;3,5;4,5;van der Groot, V. S. (1990) Dansvliegen: determineertabel voor de wat grotere soorten van het geslacht EMPIS in de Benelux. Jeugdbondsuitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Phoridae sp. BOLD:ACO8325;no;pho.ACO8325;16;6;1;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Psocodea;Peripsocidae;Peripsocus subfasciatus;yes;per.sub;16;3;0;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Coleoptera;Staphylinidae;Philhygra palustris;yes;phi.pal;15;7;0;Spec length: 2-2,9mm;species;body;2;2,9;Freude, H., Harde, K. W. & Lohse, G. A. (1974) Die Käfer Mitteleuropas, Bd. 5: Staphylinidae II (Hypocyphlinae und Aleocharinae), Pselaphidae. Goecke & Evers Verlag, Krefeld.
Animals;Insecta;Diptera;Cecidomyiidae;Feltiella acarisuga;yes;fel.aca;15;6;0;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Chironomidae;Psectrotanypus varius;yes;pse.var;15;1;1;Fam length: 1-10mm;family;body;1;10;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Cylindrotomidae;Cylindrotoma distinctissima;yes;cyl.dis;15;4;1;Fam length: 11-16mm;family;body;11;16;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Dolichopodidae;Chrysotus femoratus;yes;chr.fem;15;4;0;Fam length: 1-9mm;family;body;1;9;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Ephydridae;Limnellia quadrata;yes;lim.qua;15;2;1;Fam length: 1-12mm;family;body;1;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Odiniidae;Odinia betulae;yes;odi.bet;15;3;1;Fam length: 2-5mm;family;body;2;5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Megaselia pulicaria complex;yes;meg.com;15;6;0;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Sciaridae;Bradysia sp. BOLD:ACO9577;no;bra.ACO9577;15;1;1;Fam length: 1-6mm;family;body;1;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Hymenoptera;Ichneumonidae;Ichneumonidae sp.BOLD:ACP3319;no;ich.ACP3319;15;4;0;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Hymenoptera;Tenthredinidae;Selandria serva;yes;sel.ser;15;2;1;Spec length: 6-8mm;species;body;6;8;Benson, R. B. (1952) Hymenoptera Symphyta, Handbooks for the Identification of British Insects Vol. 6 Part II (a). Royal Entomological Society of London, London, UK.
Animals;Insecta;Lepidoptera;Noctuidae;Colocasia coryli;yes;col.cor;15;2;1;Spec vvl: 14-17mm;species;forewing;14;17;Waring, P. & Townsend, M. (2015) Nachtvlinders: de nieuwe veldgids voor Nederland en België. Kosmos Uitgevers, Utrecht/Antwerpen.
Animals;Insecta;Neuroptera;Hemerobiidae;Micromus angulatus;yes;mic.ang;15;3;1;Spec length: 11-15mm;species;body;11;15;Fraser, F. C. (1959) Mecoptera Megaloptera Neuroptera, Handbooks for the Identification of British Insects Vol. 1 Parts XII and XIII. Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Agromyzidae;Agromyza mobilis;yes;agr.mob;14;2;1;Spec vl length: 2,7-3mm;species;wing;2,7;3;Spencer, K. Q. (1972) Diptera - Agromyzidae, Handbooks for the Identification of British Insects Vol. 10 Part V (g). Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Cecidomyiidae;CecidInt43 sp. BOLD:ACL8421;no;cec.ACL8421;14;3;1;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Muscidae;Helina flavisquama;yes;hel.fla;14;3;1;Genus length: 4,75-9,5mm;genus;body;4,75;9,5;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Mycetophilidae;Mycetophila perpallida;yes;myc.per;14;3;1;Fam length: 4-8mm;family;body;4;8;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;NA;Diptera sp. BOLD:ACP8436;no;dip.ACP8436;14;4;0;NA;NA;NA;NA;NA;Impossible
Animals;Insecta;Diptera;Phoridae;Megaselia sp. BOLD:AAU5599;no;meg.AAU5599;14;2;1;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Hymenoptera;Argidae;Aproceros leucopoda;yes;apr.leu;14;1;1;Superfam length <11mm;superfamily;body;NA;11;Richards, O. W. (1956) Hymenoptera Introducion and key to families (2nd edition), Handbooks for the Identification of British Insects Vol. 6 Part I. Royal Entomological Society of London, London, UK.
Animals;Insecta;Lepidoptera;Choreutidae;Anthophila fabriciana;yes;ant.fab;14;2;1;Spec vvl 5-7mm;species;forewing;5;7;Stirling, P., Parsons, M. & Lewington, R. ( 2012) Field guide to the Micro-Moths of Great Britain and Ireland. Britsh Wildlife Publishing, Gillingham.
Animals;Insecta;Lepidoptera;Erebidae;Scoliopteryx libatrix;yes;sco.lib;14;2;1;Spec vvl 19-23mm;species;forewing;19;23;Waring, P. & Townsend, M. (2015) Nachtvlinders: de nieuwe veldgids voor Nederland en België. Kosmos Uitgevers, Utrecht/Antwerpen.
Animals;Insecta;Lepidoptera;Pieridae;Colias hecla;yes;col.hec;14;3;0;Spec vvl 20-23mm;species;forewing;20;23;Higgins, L. G. & Riley, N. D. (1980) Field Guide to the Butterflies of Britain and Europe. 4th edn, Collins, London
Animals;Insecta;Psocodea;Ectopsocidae;Ectopsocus californicus;yes;ect.cal;14;5;0;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Coleoptera;Coccinellidae;Propylaea quatuordecimpunctata;yes;pro.qua;13;4;1;Spec length: 3,5-4,5mm;species;body;3,5;4,5;Freude, H., Harde, K. W. & Lohse, G. A. (1967) Die Käfer Mitteleuropas, Bd. 7: Clavicornia. Goecke & Evers Verlag, Krefeld.
Animals;Insecta;Coleoptera;Endomychidae;Endomychus coccineus;yes;end.coc;13;1;1;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Coleoptera;Nitidulidae;Lamiogethes morosus;yes;lam.mor;13;7;0;Spec length: 1,8-2,3 mm;species;body;1,8;2,3;Freude, H., Harde, K. W. & Lohse, G. A. (1967) Die Käfer Mitteleuropas, Bd. 7: Clavicornia. Goecke & Evers Verlag, Krefeld.
Animals;Insecta;Diptera;Cecidomyiidae;CecidInt34 sp. BOLD:ABV0498;no;cec.ABV0498;13;2;0;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Dolichopodidae;Dolichopus genualis;yes;dol.gen;13;2;1;Fam length: 1-9mm;family;body;1;9;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Muscidae;Limnophora triangula;yes;lim.tri;13;3;1;Spec length: 2,75-4,75mm;species;body;2,75;4,75;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Phoridae;Phoridae sp. BOLD:ABW5554;no;pho.ABW5554;13;1;1;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Sciaridae;Claustropyga heteroclausa;yes;cla.het;13;1;1;Fam length: 1-6mm;family;body;1;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Sciaridae;Epidapus absconditus;yes;epi.abs;13;2;1;Fam length: 1-6mm;family;body;1;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Hymenoptera;Ichneumonidae;Gnathochorisis dentifer;yes;gna.den;13;1;1;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Coleoptera;Attelabidae;Byctiscus betulae;yes;byc.bet;12;1;1;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Coleoptera;Staphylinidae;Philonthus micans;yes;phi.mic;12;5;0;Spec length: 5-7mm;species;body;5;7;Freude, H., Harde, K. W. & Lohse, G. A. (1964) Die Käfer Mitteleuropas, Bd. 4: Staphylinidae I (Micropeplinae bis Tachyporinae). Goecke & Evers Verlag, Krefeld.
Animals;Insecta;Diptera;Agromyzidae;Phytomyza ranunculi;yes;phy.ran;12;1;1;Spec vl length: 2,4-3,2mm;species;wing;2,4;3,2;Spencer, K. Q. (1972) Diptera - Agromyzidae, Handbooks for the Identification of British Insects Vol. 10 Part V (g). Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Anthomyiidae;Lasiomma seminitidum;yes;las.sem;12;1;1;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Clusiidae;ClusidInt1 sp. BOLD:ACR0822;no;clu.ACR0822;12;4;0;Fam length:1,5-8mm;family;body;1,5;8;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Megaselia sp. BOLD:ABV3315;no;meg.ABV3315;12;3;1;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Phoridae sp. BOLD:ACM7298;no;pho.ACM7298;12;1;1;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Phoridae sp. BOLD:ACR0991;no;pho.ACR0991;12;2;1;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Hymenoptera;Ichneumonidae;Olesicampe patellana;yes;ole.pat;12;2;1;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Diptera;Cecidomyiidae;CecidInt32 sp. BOLD:ACG5291;no;cec.ACG5291;11;1;1;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;PhorIntGen109 sp. BOLD:ACY5078;no;pho.ACY5078;11;4;0;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Tachinidae;Carcelia bombylans;yes;car.bom;11;1;1;Spec length: 7-9mm;species;body;7;9;van Emden, F. I. (1954) Diptera – Cyclorrhapha Calyptrata (1) Section (a), Handbooks for the Identification of British Insects Vol. 10 Part IV (a). Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Tachinidae;Medina luctuosa;yes;med.luc;11;1;1;Spec length: 3,4-5,5mm;species;body;3,4;5,5;van Emden, F. I. (1954) Diptera – Cyclorrhapha Calyptrata (1) Section (a), Handbooks for the Identification of British Insects Vol. 10 Part IV (a). Royal Entomological Society of London, London, UK.
Animals;Insecta;Hymenoptera;Ichneumonidae;Plectiscidea jft06;no;ple.jft;11;5;0;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Coleoptera;Staphylinidae;Aleochara bipustulata;yes;ale.bip;10;4;0;Spec length: 2-4,5mm;species;body;2;4,5;Freude, H., Harde, K. W. & Lohse, G. A. (1974) Die Käfer Mitteleuropas, Bd. 5: Staphylinidae II (Hypocyphlinae und Aleocharinae), Pselaphidae. Goecke & Evers Verlag, Krefeld.
Animals;Insecta;Diptera;Cecidomyiidae;CecidInt3 sp. BOLD:ACR2022;no;cec.ACR2022;10;3;0;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Muscidae;Phaonia gobertii;yes;pha.gob;10;3;0;Spec length: 6,25-8,5mm;species;body;6,25;8,5;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Mycetophilidae;Cordyla fusca;yes;cor.fus;10;6;0;Fam length: 4-8mm;family;body;4;8;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Sphaeroceridae;Spelobia manicata;yes;spe.man;10;1;1;Fam length: 0,7-5,5mm;family;body;0,7;5,5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Hemiptera;Miridae;Orthops basalis;yes;ort.bas;10;1;1;Spec length: 4,0-5,2mm;species;body;4;5,2;Wachmann, E., Welber, A. & Deckert, J. (2004) Die Tierwelt Deutschlands, 75. Teil: Wanzen, Band 2: Cimicomorpha: Microphysidae (Flechtenwanze), Miridae (Weichwanzen). Goecke & Evers, Keltern.
Animals;Insecta;Hymenoptera;Cynipidae;Neuroterus anthracinus;yes;neu.ant;10;2;0;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Lepidoptera;Nepticulidae;Stigmella tityrella;yes;sti.tit;10;4;0;Genus/Fam vvl 2-3mm;genus;forewing;2;3;Stirling, P., Parsons, M. & Lewington, R. ( 2012) Field guide to the Micro-Moths of Great Britain and Ireland. Britsh Wildlife Publishing, Gillingham.
